structure_type,word_order,seed,split,perplexity,mean_surp,f1,top_ll_per_word,top_ten_neg_entropy_per_word,top_ll_per_sent,top_ten_neg_entropy_per_sent
linear-reduction,101000,3437,cc,102.58243876836289,4.630666755985039,85.48,-37.75084532130473,-0.012600808550913785,-367.05146905904996,-0.12251766154053473
no-reduction,101001,3435,cc,33.74690441367583,3.518888692035632,99.56,-78.21510920940773,-0.009067903230515626,-1189.534488411299,-0.1379092062812969
no-reduction,101001,3436,cc,33.22480398684758,3.5032967050137374,99.57,-77.51650763240299,-0.009868019061509704,-1178.9098063274002,-0.15007776789697033
no-reduction,101001,3437,cc,33.78136674960534,3.5199093708810314,99.57,-78.29064265516566,-0.009628355545783843,-1190.6832388210971,-0.14643284531805353
structure-reduction,101001,3435,cc,35.456458641388764,3.5683054265496383,99.44,-43.855153547187214,-0.013235569594274002,-528.4984553971499,-0.159501849180596
structure-reduction,101001,3436,cc,36.133731794720866,3.5872268278058086,99.40,-44.63347267746661,-0.011935456617803843,-537.8779792361497,-0.1438341877011541
structure-reduction,101001,3437,cc,35.839858499125114,3.5790606399718463,99.40,-43.56774014200252,-0.014621275831175675,-525.0348364512749,-0.17620099504149805
linear-reduction,101001,3435,cc,95.25911889232562,4.556600745826742,90.33,-37.11893610756414,-0.014158045580692205,-360.9074157738504,-0.13765867718107033
linear-reduction,101001,3436,cc,93.66377564089976,4.539711515145526,90.90,-37.21689448347257,-0.013800226196419166,-361.8598650628003,-0.13417959930778356
linear-reduction,101001,3437,cc,98.38653124924214,4.588903917141269,90.09,-37.725107665097994,-0.012053334579653744,-366.80122182774926,-0.11719457211797335
no-reduction,101010,3435,cc,33.09718541064433,3.499448245856467,99.22,-77.37631280015141,-0.011721179795855671,-1176.777653221098,-0.17826156292527096
no-reduction,101010,3436,cc,32.42503802803107,3.4789309030015443,99.08,-76.45840259319058,-0.012500448613511057,-1162.8176158385513,-0.19011307273858288
no-reduction,101010,3437,cc,32.89778207714713,3.4934052414304193,99.14,-76.95861736243464,-0.012363056587838879,-1170.4251321565814,-0.18802354611614766
structure-reduction,101010,3435,cc,35.11290684854208,3.558568779363364,98.53,-44.07773003215823,-0.01427452759082362,-531.1807246175496,-0.17202233199701544
structure-reduction,101010,3436,cc,35.133232951228955,3.559147490259424,98.52,-43.46087133114371,-0.016263008095569027,-523.7469604116205,-0.19598551055970234
structure-reduction,101010,3437,cc,35.36681384037418,3.5657739183109594,98.44,-43.27355582908248,-0.016421025200501597,-521.4896212962756,-0.19788977469124472
linear-reduction,101010,3435,cc,101.94227240419767,4.624406696248665,86.31,-37.563575150992605,-0.015114691825282852,-365.2306411931008,-0.14696014861722517
linear-reduction,101010,3436,cc,100.80150092328529,4.613153245638369,86.57,-37.399776117515614,-0.015096706516419797,-363.6380231906004,-0.14678527745914968
linear-reduction,101010,3437,cc,104.67253755195941,4.650836786927846,86.13,-37.96495740857208,-0.014285030758075938,-369.1332808835497,-0.1388933540607723
no-reduction,101011,3435,cc,32.516044747344075,3.481733652047239,99.60,-76.60737958628626,-0.010469117865997118,-1165.0833324380517,-0.15921957906501716
no-reduction,101011,3436,cc,33.92985559559134,3.5242953228363407,99.56,-78.53889145530854,-0.009542500214194885,-1194.4587306980488,-0.14512711450758292
no-reduction,101011,3437,cc,32.907982247362376,3.493715249843866,99.59,-76.27985906736754,-0.011735532897937464,-1160.10223662606,-0.1784798520782819
structure-reduction,101011,3435,cc,35.537268854930794,3.5705819726979504,99.41,-44.04547481103259,-0.01305570120136879,-530.7920169477503,-0.15733425517769528
structure-reduction,101011,3436,cc,35.28268654696754,3.5633923775298437,99.45,-43.32403847114554,-0.0144338409517398,-522.0979876157746,-0.1739422173094163
structure-reduction,101011,3437,cc,35.995243235338734,3.58338679737416,99.31,-43.73480311451075,-0.014148130167484653,-527.0481123329745,-0.17049911664835757
linear-reduction,101011,3435,cc,97.65523354434598,4.581443250810709,89.73,-37.54432850616101,-0.01398681905952273,-365.0435060653998,-0.13599384171573953
linear-reduction,101011,3436,cc,93.2122633789275,4.534879294354448,90.32,-37.19141070395455,-0.013605792740114413,-361.6120862745499,-0.1322891228121324
linear-reduction,101011,3437,cc,92.3117010993922,4.52517090594831,90.13,-36.935867813735776,-0.014202795587742298,-359.12744275295046,-0.13809378149961835
no-reduction,101100,3435,cc,32.98280394190627,3.4959863329810044,99.19,-76.77889523521571,-0.012597247399843465,-1167.6918281847857,-0.1915852370805193
no-reduction,101100,3436,cc,33.09622850291147,3.4994193333808488,99.06,-77.19142098986055,-0.011866672123313798,-1173.9657261243,-0.18047428298741794
no-reduction,101100,3437,cc,33.35987461686559,3.5073538189962403,99.07,-77.69621798793109,-0.010769380443032066,-1181.642931269447,-0.16378612246785315
structure-reduction,101100,3435,cc,34.85913508485966,3.5513152286784995,98.35,-43.66927123811667,-0.015266812153220627,-526.2583876905503,-0.1839803532584618
structure-reduction,101100,3436,cc,35.617724541805785,3.572843394344471,98.42,-43.17698832810397,-0.015983803798010125,-520.3258863419801,-0.19262081956982002
structure-reduction,101100,3437,cc,35.129109718569744,3.5590301234735393,98.59,-43.17846313939728,-0.016821358949092726,-520.3436592928704,-0.2027141966955165
linear-reduction,101100,3435,cc,99.57048682340857,4.600865803645935,87.12,-37.529718670019776,-0.014462031479384428,-364.9014546286,-0.1406143320740548
linear-reduction,101100,3436,cc,103.82880245585797,4.642743412548165,82.57,-37.658967322286976,-0.014521543078739908,-366.1581392745993,-0.14119296335458814
linear-reduction,101100,3437,cc,101.33774279957198,4.618458926260845,86.32,-37.67217085337323,-0.014476591879662569,-366.2865172073508,-0.14075590284595915
no-reduction,101101,3435,cc,32.94099122562212,3.494717816149267,99.55,-76.39421427758666,-0.011262571079007853,-1161.8414078406781,-0.1712868122550909
no-reduction,101101,3436,cc,32.72287528543537,3.4880743833454644,99.56,-76.52390732033717,-0.010792606802774668,-1163.8138444813526,-0.16413936055999853
no-reduction,101101,3437,cc,33.40953088916803,3.5088412152395003,99.51,-76.55786182494887,-0.01134082749776794,-1164.3302415647229,-0.1724769749998037
structure-reduction,101101,3435,cc,35.20476004705532,3.5611813020710135,99.46,-43.53822084617871,-0.013708934497397258,-524.6790994173,-0.16520636962813434
structure-reduction,101101,3436,cc,35.474121564517176,3.568803460639934,99.41,-43.82745871425612,-0.0128228328134484,-528.1647049655,-0.1545279582348667
structure-reduction,101101,3437,cc,35.818297740443654,3.5784588729026514,99.50,-44.09518912155482,-0.012826703856726544,-531.3911241038508,-0.15457460817741162
linear-reduction,101101,3435,cc,98.92847869213253,4.594397151597694,90.94,-37.75962956265587,-0.013554600959536034,-367.1368782376995,-0.13179138512956884
linear-reduction,101101,3436,cc,95.77777035539464,4.562030615831591,89.73,-37.18913170759054,-0.013884505539094009,-361.5899275929002,-0.13499904735661108
linear-reduction,101101,3437,cc,96.03024452870507,4.564663189024907,89.73,-37.50894674212711,-0.012058675223273582,-364.6994891737001,-0.11724649919588905
no-reduction,101110,3435,cc,32.74044885692843,3.4886112815902584,98.85,-75.61968903996748,-0.012967754927194796,-1150.0620407643491,-0.1972201008102421
no-reduction,101110,3436,cc,33.20812581218766,3.502794599354367,99.24,-76.90276656536129,-0.012487661509237816,-1169.5757253092988,-0.18991860006324332
no-reduction,101110,3437,cc,32.533591591456265,3.4822731429814047,99.13,-76.23874739018201,-0.012915361730570446,-1159.4769896835915,-0.19642327887938063
structure-reduction,101110,3435,cc,35.33233182608779,3.564798460497558,98.50,-44.13167314189339,-0.014238817691494867,-531.8307930329506,-0.17159199200020464
structure-reduction,101110,3436,cc,35.68735517925254,3.574796429383548,98.42,-44.20489806160028,-0.014360107978758174,-532.7132265403499,-0.17305366125201477
structure-reduction,101110,3437,cc,35.318339805705925,3.5644023702625574,98.33,-44.18748008110149,-0.01408830969578638,-532.5033224573492,-0.16977822014392166
linear-reduction,101110,3435,cc,100.05885873705093,4.605758600208993,86.72,-37.41783913330249,-0.015407069502868657,-363.8136498931007,-0.14980293677639195
linear-reduction,101110,3436,cc,103.08301022333218,4.635534588145239,86.28,-37.718661682873545,-0.015365166249204925,-366.7385475425798,-0.1493955114410195
linear-reduction,101110,3437,cc,101.2842418057035,4.617930839486688,85.71,-37.64310031237246,-0.01503857721547022,-366.00386433719945,-0.14622008626601696
no-reduction,101111,3435,cc,33.03256961035274,3.497494032633243,99.58,-76.94548757123619,-0.010222928270911232,-1170.2254477271533,-0.15547540460815343
no-reduction,101111,3436,cc,32.889189049944385,3.493144003464774,99.58,-76.72705875680771,-0.010605270201686641,-1166.903473102902,-0.1612902518623513
no-reduction,101111,3437,cc,33.51218357843427,3.511909061620726,99.54,-76.94939048914381,-0.010980223604720306,-1170.284805254151,-0.16699273069238876
structure-reduction,101111,3435,cc,35.492919894200504,3.5693332369906625,99.45,-43.674300119824444,-0.01322377404256231,-526.3189907439992,-0.1593597009869184
structure-reduction,101111,3436,cc,35.345150886130774,3.5651612085664373,99.44,-43.44306072279105,-0.013759449772852253,-523.5323247703598,-0.1658151292126425
structure-reduction,101111,3437,cc,35.949514102719874,3.582115568156935,99.49,-44.194942593012755,-0.011723595724707084,-532.5932531883999,-0.14128105207844505
linear-reduction,101111,3435,cc,97.28897618974601,4.577685685648443,90.41,-37.47344885852146,-0.014122031259606668,-364.35434325139954,-0.1373085099371556
linear-reduction,101111,3436,cc,92.93788073449744,4.53193132088445,89.55,-36.86343512002189,-0.013431526764719589,-358.42317967197033,-0.13059473473336858
linear-reduction,101111,3437,cc,96.98596827349738,4.5745663110653,89.96,-37.64782259308927,-0.010241290930937029,-366.0497790725998,-0.09957607172150074
no-reduction,110000,3435,cc,33.21159466116292,3.502899051735488,99.58,-84.46256659839855,-0.0007330794073732062,-1284.5489441117504,-0.011149038167035405
no-reduction,110000,3436,cc,33.432960035490666,3.509542240798483,99.56,-84.59060438557047,-0.0006660173050592481,-1286.4962067979507,-0.010129124183993574
no-reduction,110000,3437,cc,33.23906024857072,3.503725697883947,99.59,-84.83144256085345,-0.000693258011890572,-1290.1589941867508,-0.010543414473837763
structure-reduction,110000,3435,cc,35.08315049608317,3.5577209723677323,99.48,-50.05641063724565,-0.0008854742463990713,-603.2298045894504,-0.010670850143355207
structure-reduction,110000,3436,cc,35.11699729882182,3.5586852667866067,99.40,-49.78006290148916,-0.0009595768186527217,-599.8995380258508,-0.01156386024158395
structure-reduction,110000,3437,cc,35.221301034400426,3.5616510426015857,99.44,-49.955290919861326,-0.000918858586120241,-602.0112108752495,-0.011073164821335026
linear-reduction,110000,3435,cc,94.50922052327563,4.548697401414765,91.40,-40.33110793450086,-0.001026811756705144,-392.1393624471505,-0.009983690710444113
linear-reduction,110000,3436,cc,95.82559487168282,4.562529819143857,91.05,-40.23895731400799,-0.001086006520279574,-391.2433819640995,-0.0105592413966783
linear-reduction,110000,3437,cc,96.52420267507956,4.569793781821748,90.75,-40.23823947198405,-0.001150393249048606,-391.2364023861012,-0.011185273560499595
no-reduction,110001,3435,cc,33.288239396821034,3.505204163340103,99.56,-83.94954194270622,-0.0006835601689707744,-1276.7466086356521,-0.010395924829792022
no-reduction,110001,3436,cc,32.79646043160359,3.4903205958963768,99.54,-83.37106982760282,-0.0007390448588826164,-1267.9489154730961,-0.01123976373631627
no-reduction,110001,3437,cc,33.18165644928746,3.5019972066411795,99.59,-83.70809327781804,-0.0006724182858111974,-1273.0745366157,-0.010226473499759596
structure-reduction,110001,3435,cc,35.55917030310354,3.571198078064827,99.47,-49.280295247108214,-0.0008613330296084739,-593.8768380228992,-0.01037992433981172
structure-reduction,110001,3436,cc,35.43276448021904,3.5676369423708394,99.40,-49.150302698407074,-0.0008325066376353573,-592.3102978185004,-0.010032537490143692
structure-reduction,110001,3437,cc,35.766171360414894,3.577002512608393,99.47,-49.500009850012944,-0.0008250046036938732,-596.5246187025006,-0.009942130479114865
linear-reduction,110001,3435,cc,89.99622572849465,4.499767733100852,87.05,-39.22090961364278,-0.0011330394753147376,-381.3449041734495,-0.011016542818485194
linear-reduction,110001,3436,cc,89.44535132887104,4.49362783911149,86.00,-39.319777725120666,-0.0010487078757207876,-382.3061988213504,-0.01019658667563322
linear-reduction,110001,3437,cc,88.94855111759283,4.4880581252506015,87.67,-39.20861591952073,-0.0011173204711480993,-381.2253725854994,-0.010863706940972967
no-reduction,110010,3435,cc,32.95064820563332,3.4950109331566352,99.56,-84.48509846480901,-0.0007297534855516738,-1284.8916200020483,-0.011098455885012631
no-reduction,110010,3436,cc,33.20105571782203,3.502581674146453,99.58,-84.81863148015552,-0.0007210800387931256,-1289.9641568659476,-0.010966545769985249
no-reduction,110010,3437,cc,33.166901700544045,3.501552441919893,99.52,-84.83521321569545,-0.0007015842937172468,-1290.2163401909013,-0.01067004473099875
structure-reduction,110010,3435,cc,35.06236564985899,3.557128351542497,99.41,-49.8643489702344,-0.0009105057631156957,-600.9152694402998,-0.01097250495130725
structure-reduction,110010,3436,cc,34.93450917484077,3.5534751422374975,99.52,-49.87041097704379,-0.0008989443725721388,-600.9883226843506,-0.010833178633866843
structure-reduction,110010,3437,cc,34.99489813532447,3.555202283302132,99.48,-50.07928293695953,-0.0009032954262776332,-603.5054386733008,-0.010885613182071758
linear-reduction,110010,3435,cc,95.33637922686887,4.557411471573546,91.02,-40.5232021870255,-0.0010734632887748757,-394.0070948644502,-0.010437283556758114
linear-reduction,110010,3436,cc,95.88080188316775,4.563105772935129,90.83,-40.33341734965021,-0.0011385001757752789,-392.1618168906496,-0.011069637209063038
linear-reduction,110010,3437,cc,94.72964196208166,4.551026960318194,90.01,-40.21275229483708,-0.0011065474636625632,-390.98859056270055,-0.010758960989191099
no-reduction,110011,3435,cc,32.60495408334452,3.484464242573802,99.07,-83.41816362034335,-0.0006537232499380065,-1268.6651414199987,-0.009942150046682172
no-reduction,110011,3436,cc,32.663833476821935,3.4862684559398027,99.61,-83.26000448676386,-0.0007057455599633287,-1266.2597782369505,-0.010733331348702283
no-reduction,110011,3437,cc,33.046862101244926,3.497926617803692,99.60,-83.43870458434013,-0.000718649380165468,-1268.9775386709512,-0.01092957909824652
structure-reduction,110011,3435,cc,35.22668246297283,3.561803819964846,99.44,-49.3169837040038,-0.0008760336854877693,-594.3189706169505,-0.010557081943813109
structure-reduction,110011,3436,cc,34.83083708113261,3.5505031174262545,99.45,-49.01789650983712,-0.0009500606884008453,-590.7146708400512,-0.011449181355918587
structure-reduction,110011,3437,cc,35.14184016018671,3.5593924479270496,99.48,-49.16651442815102,-0.0008867033420176237,-592.5056653736503,-0.010685661974654384
linear-reduction,110011,3435,cc,88.41292437020302,4.482018162239779,86.30,-39.40320236805531,-0.001047530466164908,-383.11733662459994,-0.010185138722521402
linear-reduction,110011,3436,cc,88.99745179871366,4.488607737847124,86.22,-39.414179024504094,-0.0010050779020993265,-383.22406265524955,-0.009772372442111755
linear-reduction,110011,3437,cc,89.6236252980873,4.4956189604265555,86.59,-39.09937015511153,-0.0010735204923200616,-380.1631760181506,-0.010437839746827958
no-reduction,110100,3435,cc,32.98956488938357,3.4961912959866,99.60,-84.26932361103398,-0.00071723436347647,-1281.6100081383993,-0.010908058816931897
no-reduction,110100,3436,cc,33.2104019274855,3.50286313791962,99.55,-84.80867868015221,-0.0006652133396149767,-1289.8127897071006,-0.010116897075534374
no-reduction,110100,3437,cc,33.22352576200679,3.5032582322681987,99.54,-84.62390708434765,-0.0006956799775260472,-1287.0026908922973,-0.01058024893820489
structure-reduction,110100,3435,cc,34.96113055888342,3.554236888905282,99.54,-49.95385564321637,-0.0008804017686032199,-601.9939143564008,-0.010609721713437402
structure-reduction,110100,3436,cc,35.01802790894065,3.555863011992232,99.46,-49.83519844847361,-0.0009525747665078652,-600.5639765025484,-0.011479478511186286
structure-reduction,110100,3437,cc,35.14214757849942,3.559401195817504,99.42,-50.078003424740444,-0.0008918144460610409,-603.4900192715489,-0.010747255889481604
linear-reduction,110100,3435,cc,96.2889438565035,4.567353502830875,90.71,-40.45364413740595,-0.0010439215561064178,-393.330781948,-0.010150049290022702
linear-reduction,110100,3436,cc,97.61802963553232,4.581062206230842,91.16,-40.24085097264734,-0.0011257254079896713,-391.26179400704945,-0.010945428141883574
linear-reduction,110100,3437,cc,101.09007684817055,4.616011969361251,90.63,-40.87425341849233,-0.001016940485714558,-397.42036598800007,-0.009887712342602648
no-reduction,110101,3435,cc,33.216625869133914,3.5030505297651704,99.56,-83.70331456360572,-0.0006977806892225471,-1273.0018595406004,-0.010612197612041107
no-reduction,110101,3436,cc,33.12004043073807,3.500138550251159,99.55,-83.44894977665159,-0.0007120045411363348,-1269.1333526782005,-0.01082852106387195
no-reduction,110101,3437,cc,33.30064824931599,3.5055768637433458,99.54,-83.22397866199542,-0.0007188858250509195,-1265.7118794809478,-0.010933175070286908
structure-reduction,110101,3435,cc,35.074141281885474,3.5574641433477145,99.43,-48.96910281590746,-0.0008830802015218495,-590.1266580344995,-0.010641999508539807
structure-reduction,110101,3436,cc,35.52328555771058,3.5701884126556376,99.52,-49.003719216347335,-0.0008897386214457884,-590.543820276201,-0.010722240127043196
structure-reduction,110101,3437,cc,35.468193462803946,3.568636336076132,99.40,-49.304293339444804,-0.0008720019267720309,-594.1660390336497,-0.010508495219529743
linear-reduction,110101,3435,cc,93.78604424874393,4.5410160629467065,87.31,-39.77430335274585,-0.0010062694063036894,-386.7255514987502,-0.009783957437490772
linear-reduction,110101,3436,cc,92.54476833374761,4.527692509423334,85.71,-39.58621869016247,-0.001053530174666192,-384.89680432444936,-0.010243473888279385
linear-reduction,110101,3437,cc,92.51675165517902,4.527389727096848,86.27,-39.58926986797298,-0.0010506125176786595,-384.92647092630057,-0.010215105509389609
no-reduction,110110,3435,cc,32.72750168525596,3.48821575456569,99.51,-83.81152688155659,-0.0007348655693838572,-1274.6476065781503,-0.011176203011974395
no-reduction,110110,3436,cc,32.907788878673834,3.4937093737845193,99.59,-84.23724127816692,-0.00071321940380889,-1281.1220839789987,-0.010846997302827503
no-reduction,110110,3437,cc,33.15867544806147,3.5013043852009496,99.55,-84.66989466230027,-0.0007063069173635492,-1287.7020929716036,-0.010741868752723541
structure-reduction,110110,3435,cc,35.105097125461384,3.558346337178428,99.45,-49.79311392747488,-0.0009029781948539007,-600.0568159400005,-0.010881790226184357
structure-reduction,110110,3436,cc,34.93904250344706,3.553604900307719,99.48,-49.65776623026314,-0.0009424630921841252,-598.4257408409009,-0.011357622723910894
structure-reduction,110110,3437,cc,35.19404156096798,3.5608767944394817,99.44,-50.09762709960588,-0.0008742641452063511,-603.726504177351,-0.010535757213881737
linear-reduction,110110,3435,cc,98.83810504548332,4.593483208996958,90.64,-40.62677233418183,-0.001111302612502877,-395.0141074052493,-0.010805195301365469
linear-reduction,110110,3436,cc,97.949008384601,4.5844470206496775,89.64,-40.48377442271416,-0.0010980750031639613,-393.62373871205017,-0.010676583255763194
linear-reduction,110110,3437,cc,95.32799224607311,4.5573234951914205,90.68,-40.29099587892094,-0.001135689413365652,-391.74935293074907,-0.011042308166154237
no-reduction,110111,3435,cc,32.45936876477085,3.4799891153406994,99.58,-82.57645591361997,-0.0007428009853235296,-1255.8640297623028,-0.011296888785292903
no-reduction,110111,3436,cc,32.87452292102113,3.4926979784845273,99.39,-83.28334529871465,-0.0007100544006479224,-1266.6147569754958,-0.010798862352253927
no-reduction,110111,3437,cc,33.300056861117696,3.505559104526012,99.49,-83.94647494792426,-0.0006964228400158656,-1276.6999642455014,-0.010591546762381292
structure-reduction,110111,3435,cc,35.19305924109657,3.5608488825107254,99.43,-49.04079495490419,-0.000894781777324036,-590.9906200015502,-0.010783015198531958
structure-reduction,110111,3436,cc,35.237686070967555,3.562116136907809,99.38,-48.695467803406025,-0.0009406926331201839,-586.8290824988497,-0.011336286921731338
structure-reduction,110111,3437,cc,35.523811993396926,3.570203231999552,99.49,-49.34037900806592,-0.000870460404613224,-594.6009074261996,-0.010489918335993963
linear-reduction,110111,3435,cc,88.12760988582488,4.478785876419568,86.08,-39.104737190450535,-0.0011059249878347338,-380.21535970274977,-0.010752908656717115
linear-reduction,110111,3436,cc,90.75158987332456,4.508125992256784,84.70,-39.2644860857812,-0.0011175461551953172,-381.76859821204937,-0.010865901266964068
linear-reduction,110111,3437,cc,93.51778003715003,4.5381515790414975,87.24,-39.61682861797272,-0.0010919219328071963,-385.1944246525509,-0.010616756952684367
no-reduction,111000,3435,cc,33.132520363601955,3.5005152883835984,99.56,-80.53148791204592,-0.0010516082216749574,-1224.763133910351,-0.01599338363934359
no-reduction,111000,3436,cc,33.136018936772395,3.500620876139436,99.53,-80.75713271474856,-0.0010453206433741371,-1228.1948528922485,-0.015897759004755565
no-reduction,111000,3437,cc,33.17899256832782,3.5019169216831356,99.59,-80.43153411137826,-0.0011094900426855542,-1223.2429865328975,-0.016873679314183248
structure-reduction,111000,3435,cc,35.20910667099122,3.5613047613878783,99.38,-46.816993538353316,-0.0013841998662612398,-564.191589130701,-0.0166809925883142
structure-reduction,111000,3436,cc,34.93616775467929,3.5535226179429498,99.43,-46.68112356344701,-0.0013469974369269486,-562.5542200631003,-0.016232666112406653
structure-reduction,111000,3437,cc,34.98189665339905,3.5548306892011365,99.43,-46.49898568512567,-0.00147519984466804,-560.3592764914504,-0.017777633328094553
linear-reduction,111000,3435,cc,92.85559578716602,4.531045552941981,89.35,-38.579828951357484,-0.0018412667621832384,-375.11167689404994,-0.01790263672870763
linear-reduction,111000,3436,cc,96.94219297759716,4.574114852170817,90.24,-38.9918899526944,-0.0018328053304717468,-379.1181460100499,-0.017820366228176794
linear-reduction,111000,3437,cc,94.55279324953148,4.549158337233207,89.57,-38.81622109245591,-0.0017042187623027651,-377.4101176819502,-0.016570119025869787
no-reduction,111001,3435,cc,33.158547408424184,3.5013005237715418,99.56,-79.77490702981869,-0.0009731372596948566,-1213.2566735629998,-0.014799958014069227
no-reduction,111001,3436,cc,32.922263038411046,3.49414911701877,99.59,-79.4424473247332,-0.0010299971943903568,-1208.2004601381984,-0.015664712330885743
no-reduction,111001,3437,cc,33.211306842973755,3.5028903855019258,99.06,-79.97367292900027,-0.0010640082864620758,-1216.2796047407003,-0.01618197002465848
structure-reduction,111001,3435,cc,35.38633773361582,3.5663258059174576,99.50,-46.056279563247976,-0.0013749238940764974,-555.0242250166996,-0.01656920784751587
structure-reduction,111001,3436,cc,35.98957352281504,3.5832292721406245,98.96,-46.245089573890546,-0.0014059771862902316,-557.2995744549506,-0.016943431071983584
structure-reduction,111001,3437,cc,35.257909765305406,3.5626898945916117,99.52,-46.09067342763254,-0.0013257119614656194,-555.4387054763988,-0.01597615484762218
linear-reduction,111001,3435,cc,91.99999564149,4.52178852967393,83.91,-38.08355118682487,-0.001567910614212678,-370.2863681894993,-0.015244794901989869
linear-reduction,111001,3436,cc,90.52232550110895,4.505596510902741,83.61,-37.956440704278435,-0.0016255269259316772,-369.0504729677003,-0.0158049983008337
linear-reduction,111001,3437,cc,92.4170650859994,4.526311648672995,84.96,-38.41949358917506,-0.0014887621242917557,-373.55273616755125,-0.014475234134488741
no-reduction,111010,3435,cc,33.47843924136794,3.5109016268932987,99.57,-81.04176355308196,-0.001175475196053626,-1232.523660997048,-0.01787721451918157
no-reduction,111010,3436,cc,32.983702234399466,3.496013567786827,99.31,-80.75770326218897,-0.0010963439741823143,-1228.203530063,-0.016673747331351726
no-reduction,111010,3437,cc,33.04215676146655,3.4977842238064047,99.52,-80.64723008673717,-0.0010398627020889808,-1226.523398774148,-0.015814751904720266
structure-reduction,111010,3435,cc,34.68495115195127,3.546305908502736,99.43,-46.60750463103914,-0.0013645539062800758,-561.6670383086511,-0.016444239124581195
structure-reduction,111010,3436,cc,35.07269506769576,3.5574229094371015,99.48,-46.658862804493246,-0.0014091580627450778,-562.2859556569495,-0.016981763814140932
structure-reduction,111010,3437,cc,34.77816695432897,3.5489898035213883,99.51,-46.59907632818444,-0.0013677685993180818,-561.5654688309509,-0.016482979390382204
linear-reduction,111010,3435,cc,92.16239848226135,4.52355222180708,89.11,-38.6237621642549,-0.0018667650551730207,-375.5388395230505,-0.01815055663144728
linear-reduction,111010,3436,cc,93.4531009973239,4.5374597168429744,89.48,-38.917035819484674,-0.0016485941819151383,-378.3903392728499,-0.016029281230760892
linear-reduction,111010,3437,cc,92.81848761044755,4.530645839890665,89.14,-38.61532729326326,-0.0017875536989481852,-375.45682727239966,-0.017380384614873207
no-reduction,111011,3435,cc,32.81133725746329,3.4907741037609505,99.58,-79.40652291198343,-0.0010691043071876568,-1207.6541037069026,-0.016259472855863478
no-reduction,111011,3436,cc,32.71540847995558,3.487846174257984,99.57,-79.04236774595755,-0.0010686802540619735,-1202.115849864398,-0.016253023643901524
no-reduction,111011,3437,cc,33.11666303088923,3.500036570542772,99.64,-79.4420050043826,-0.0010752526816878987,-1208.19373310915,-0.01635298040945041
structure-reduction,111011,3435,cc,35.528230362545884,3.5703276019404613,99.20,-46.03430399845269,-0.0013332432511200996,-554.7593974853492,-0.01606691441924832
structure-reduction,111011,3436,cc,35.10918683352701,3.5584628293745926,99.39,-45.775013171836676,-0.0013775261606458337,-551.6346837337991,-0.01660056776194294
structure-reduction,111011,3437,cc,35.54915243273088,3.5709163144103484,99.49,-46.1064359344532,-0.0013439541743665265,-555.6286594460988,-0.01619599175529101
linear-reduction,111011,3435,cc,87.54120683759103,4.472109617795104,84.91,-37.819561486357095,-0.0015782888161597515,-367.7195963318501,-0.015345702159521267
linear-reduction,111011,3436,cc,88.40087884299999,4.481881911257076,84.03,-37.79769540706586,-0.0017140021794230702,-367.5069924429001,-0.016665243190530515
linear-reduction,111011,3437,cc,86.87084956087706,4.464422527904877,82.48,-37.7810074894788,-0.0015742269635447238,-367.3447358202001,-0.015306208766545348
no-reduction,111100,3435,cc,33.3116813432873,3.5059081265632974,99.59,-80.8581267473813,-0.0010187222297815054,-1229.7308206375499,-0.015493237031632023
no-reduction,111100,3436,cc,32.90732261170561,3.4936952047902663,99.57,-80.22814811691754,-0.001113333069937553,-1220.149790636148,-0.016932125994145272
no-reduction,111100,3437,cc,33.35945284697214,3.5073411758863804,99.56,-80.47104710521795,-0.0010906362640559664,-1223.843919899701,-0.016586941621895165
structure-reduction,111100,3435,cc,34.979638560236886,3.5547661367822667,99.46,-46.41991572849988,-0.0013817603563808503,-559.4064044441506,-0.016651594054745627
structure-reduction,111100,3436,cc,34.83756667214129,3.550696306610076,99.42,-46.20589522216835,-0.0015706124218453994,-556.8272433223503,-0.01892745029565891
structure-reduction,111100,3437,cc,35.20611382099906,3.5612197556185845,99.43,-46.585679241274555,-0.001427044855280109,-561.4040205366007,-0.017197317550980588
linear-reduction,111100,3435,cc,95.2143517813582,4.55613068444094,90.15,-38.87425570688577,-0.0017102750686302315,-377.9743882380495,-0.01662900449229174
linear-reduction,111100,3436,cc,96.46771168340489,4.56920835840154,89.51,-39.08699066853892,-0.0014994039090194013,-380.0428102701999,-0.014578704207395638
linear-reduction,111100,3437,cc,95.44249360921624,4.5585239049548,89.74,-38.79996190615549,-0.001891926863944672,-377.2520296135504,-0.018395204898134048
no-reduction,111101,3435,cc,33.09675575445659,3.499435264118858,99.29,-79.82403181121123,-0.0010605840139888416,-1214.0037878007988,-0.0161298919767493
no-reduction,111101,3436,cc,33.27244673063259,3.50472962897444,99.54,-79.41063517450411,-0.0009632825604815641,-1207.7166450514524,-0.014650082821083868
no-reduction,111101,3437,cc,32.95590758237743,3.4951705341763635,99.53,-79.33918276228137,-0.001173998774140229,-1206.6299610401509,-0.01785476035651167
structure-reduction,111101,3435,cc,35.5146596000338,3.569945557722263,99.47,-45.96503849013755,-0.0013621125082577785,-553.9246788446502,-0.01641481783701449
structure-reduction,111101,3436,cc,35.23115443576579,3.561930760359153,99.49,-45.865435907564226,-0.001423703359144517,-552.72436812205,-0.017157049181050574
