structure_type,word_order,seed,split,perplexity,mean_surp,f1,top_ll_per_word,top_ten_neg_entropy_per_word,top_ll_per_sent,top_ten_neg_entropy_per_sent
no-reduction,010100,3437,cc,32.90410877014057,3.4935975366040526,99.43,-81.8575832897491,-0.005358517061525351,-1244.9310554621484,-0.08149500673020833
structure-reduction,010100,3435,cc,34.50953108421154,3.541235549194112,99.09,-47.04742755820223,-0.005950757039335492,-566.9685495039008,-0.07171257308103202
structure-reduction,010100,3436,cc,34.978077168163935,3.5547214986159985,99.07,-47.22370725227755,-0.005386800156919091,-569.0928960972009,-0.06491632869103196
structure-reduction,010100,3437,cc,34.3820425133878,3.5375344081198405,99.06,-46.7587492610154,-0.005417177771872675,-563.4896873445,-0.0652824093288376
linear-reduction,010100,3435,cc,92.45241944718238,4.526694127822577,90.13,-38.59943923850193,-0.00852633614085478,-375.30234771594957,-0.08290156629753102
linear-reduction,010100,3436,cc,91.610159505754,4.517542177164713,90.50,-38.41095211049581,-0.007700336432741538,-373.46968737035047,-0.07487037113554598
linear-reduction,010100,3437,cc,91.58739070020398,4.517293606093302,90.29,-38.22383929618418,-0.007459668302701053,-371.6503894768002,-0.07253035490716232
no-reduction,010101,3435,cc,32.5058580126963,3.4814203196377367,99.46,-80.27170472725811,-0.005402169249447668,-1220.8122213444997,-0.08215889103022486
no-reduction,010101,3436,cc,32.502950580117066,3.4813308722953193,99.28,-79.84300979633448,-0.005133036508396289,-1214.292414487553,-0.07806578573794497
no-reduction,010101,3437,cc,32.09142435312072,3.4685888403355656,99.32,-79.79258330170978,-0.005241099352692912,-1213.5255031440493,-0.07970925950543017
structure-reduction,010101,3435,cc,34.8646721827949,3.5514740581562307,99.14,-45.92794525302036,-0.005830770113926412,-553.4776682441494,-0.07026661064292719
structure-reduction,010101,3436,cc,34.488662340130496,3.5406306422050537,99.13,-45.82298064980525,-0.005752355525526489,-552.2127398107998,-0.06932163643811973
structure-reduction,010101,3437,cc,34.32071205767145,3.5357490220056826,99.20,-45.8896096798192,-0.006138792722398517,-553.0156862514996,-0.07397859109762453
linear-reduction,010101,3435,cc,87.60518053100223,4.472840134675495,88.80,-37.408532313725374,-0.008089986267136442,-363.72315968634945,-0.07865893647536762
linear-reduction,010101,3436,cc,93.51655841101287,4.538138515920069,88.54,-38.12668971657389,-0.008532749823734814,-370.70580411425,-0.0829639265361736
linear-reduction,010101,3437,cc,84.68210354048558,4.438904287012519,88.37,-37.06333229051221,-0.007644406581946946,-360.36677986064996,-0.07432656519627015
no-reduction,010110,3435,cc,32.80460899191122,3.490569023564436,99.22,-81.21451048543652,-0.004213427054415458,-1235.1508827177504,-0.06407990535707749
no-reduction,010110,3436,cc,32.039572024669404,3.46697176457878,99.27,-80.82253029701094,-0.004601814756679212,-1229.189452022101,-0.0699866997269558
no-reduction,010110,3437,cc,32.311881998281216,3.475435026307217,99.33,-80.68117013516213,-0.004335149972139555,-1227.0395760006,-0.06593112835128442
structure-reduction,010110,3435,cc,34.48668033515336,3.540573172248376,99.26,-47.04952213351937,-0.005643480638582273,-566.9937912310498,-0.06800958517555497
structure-reduction,010110,3436,cc,34.661465569944895,3.5456285675811863,99.18,-47.05703455415279,-0.005694455695881385,-567.0843234121,-0.06862388559106657
structure-reduction,010110,3437,cc,34.845993624272104,3.5509381700319804,99.08,-47.19288715058855,-0.005271172961062188,-568.7214830517494,-0.06352290535376044
linear-reduction,010110,3435,cc,96.56608736079943,4.570227617063996,89.16,-38.984537484619146,-0.007745241410691268,-379.0466579629502,-0.0753069822361512
linear-reduction,010110,3436,cc,90.0188325343918,4.500018898822589,89.27,-38.31534655723538,-0.007804422735257263,-372.5401145760001,-0.07588240225490636
linear-reduction,010110,3437,cc,90.89516538060816,4.509706813637077,88.85,-38.46147524126303,-0.007950873727201723,-373.96092377080055,-0.07730634524958237
no-reduction,010111,3435,cc,32.095959879865,3.4687301617745376,99.29,-79.44823756791322,-0.004669190686070504,-1208.288521051603,-0.07101138654910326
no-reduction,010111,3436,cc,31.838962365813032,3.460690771431739,99.21,-79.15980127680258,-0.004913973037343265,-1203.9018377182501,-0.07473415893843503
no-reduction,010111,3437,cc,32.4851285744377,3.4807824022879585,99.36,-80.06038785311549,-0.004841820873788315,-1217.598408664101,-0.0736368327590096
structure-reduction,010111,3435,cc,34.06596393455112,3.5282987607444394,99.11,-45.58411872204791,-0.005658903239045655,-549.3342147194008,-0.0681954429337392
structure-reduction,010111,3436,cc,34.4111249260355,3.5383799111098235,99.20,-46.093205822097865,-0.005950613228222803,-555.4692233621006,-0.071710840013313
structure-reduction,010111,3437,cc,34.3976708507419,3.537988854259804,99.15,-46.06571428960696,-0.0056776987814674785,-555.1379229040489,-0.06842194801546458
linear-reduction,010111,3435,cc,90.52913828244422,4.505671768856431,89.78,-37.651440300678786,-0.008679007848223395,-366.084954043501,-0.08438599330827606
linear-reduction,010111,3436,cc,84.01437904683772,4.430987963322859,88.91,-37.02141914425585,-0.008062525474028089,-359.95925833959984,-0.07839193518397511
linear-reduction,010111,3437,cc,86.55078162673038,4.460731312508423,87.75,-36.988017763247015,-0.007323899812810477,-359.6344967120498,-0.07121027787995626
no-reduction,011000,3435,cc,37.066775156343326,3.612721020023855,87.50,-81.03317687206237,-0.005562924207054513,-1232.3930704587522,-0.08460373280298857
no-reduction,011000,3436,cc,38.37541613313021,3.6474170497086376,87.06,-82.53587222900059,-0.004822653134675087,-1255.2468127947527,-0.07334532019870606
no-reduction,011000,3437,cc,36.15130670816447,3.587713094788684,90.59,-80.2048906664601,-0.0047310499847383084,-1219.796079700854,-0.07195217369289256
structure-reduction,011000,3435,cc,37.14132871997909,3.6147303312668195,94.65,-44.70695308778535,-0.005975383532494641,-538.7634916609003,-0.07200934695009291
structure-reduction,011000,3436,cc,38.10307187415034,3.6402949055006233,94.03,-45.090517396278244,-0.005741540341162569,-543.3858251425505,-0.06919130265135012
structure-reduction,011000,3437,cc,38.4380088895191,3.6490467848812194,93.64,-45.08907796801124,-0.005892377006696806,-543.3684785925001,-0.07100903530770321
linear-reduction,011000,3435,cc,91.7195762667829,4.518735838122762,85.81,-36.80964959075398,-0.007595470265761422,-357.9002229709001,-0.07385075739399831
linear-reduction,011000,3436,cc,88.81855720359088,4.48659560568328,85.56,-36.74787912085804,-0.007562187482226142,-357.2996286920999,-0.07352714888968478
linear-reduction,011000,3437,cc,91.1343964686737,4.512335301267013,85.76,-36.91928469283638,-0.008224672279168434,-358.96620506844977,-0.07996848857035471
no-reduction,011001,3435,cc,34.650501012525496,3.5453121847673237,90.68,-77.59109479004503,-0.005017528377722556,-1180.0441651144022,-0.0763090803325935
no-reduction,011001,3436,cc,35.637003716083214,3.57338452825149,89.14,-78.74175636201507,-0.00530233010606843,-1197.5440016317018,-0.08064048741814171
no-reduction,011001,3437,cc,34.204412969885894,3.5323546699515522,91.96,-77.8131096312399,-0.00530673991836512,-1183.420677826702,-0.0807075540484559
structure-reduction,011001,3435,cc,36.970272102795285,3.610114133018704,94.81,-43.67325022857001,-0.006361025819817399,-526.3063385045001,-0.07665672215461947
structure-reduction,011001,3436,cc,37.99430707794642,3.6374363347649346,92.81,-44.12773214312926,-0.006224825710843048,-531.7833000568505,-0.07501537464136958
structure-reduction,011001,3437,cc,36.10999194956328,3.586569612347311,96.21,-43.12706700066413,-0.006085694563835977,-519.7242844249994,-0.07333870518878736
linear-reduction,011001,3435,cc,83.29595193580806,4.422399951783176,84.10,-35.68135755298261,-0.00861579117258007,-346.9298394876505,-0.08377133757099602
linear-reduction,011001,3436,cc,83.19200693062608,4.421151272666733,84.34,-35.78216702955885,-0.008543353709490647,-347.91001002840034,-0.08306702811737758
linear-reduction,011001,3437,cc,82.44653070540666,4.412149970563096,83.35,-35.57637593962226,-0.007421021570630588,-345.90910326095087,-0.07215459273124121
no-reduction,011010,3435,cc,37.14606851244039,3.6148579381730865,89.38,-81.12680994517893,-0.004763673370839176,-1233.8170890512527,-0.0724483264604076
no-reduction,011010,3436,cc,36.09376043886213,3.5861200093713532,90.17,-80.25059628889802,-0.004372690452408726,-1220.4911936597011,-0.06650206274545811
no-reduction,011010,3437,cc,35.92539375095298,3.5814443922655803,90.26,-79.8037158084422,-0.004388958000788177,-1213.6948118727012,-0.066749467754987
structure-reduction,011010,3435,cc,37.08977972057481,3.613341452432227,94.74,-44.606850851995844,-0.005825126424609213,-537.5571596173987,-0.07019859854296563
structure-reduction,011010,3436,cc,36.961777734567654,3.6098843444957645,95.04,-44.405070531549256,-0.005261760834816772,-535.1255049757,-0.06340947982037691
structure-reduction,011010,3437,cc,36.45202034926036,3.5959968848818415,95.93,-44.25036338669445,-0.00548382913013011,-533.2611291730508,-0.06608562484719796
linear-reduction,011010,3435,cc,91.1712867723117,4.512740009485492,85.81,-37.159380331826554,-0.008349532180179371,-361.3006549663499,-0.08118250138788403
linear-reduction,011010,3436,cc,91.85915297248941,4.520256458002636,86.82,-37.12116927769735,-0.007763055703360637,-360.9291288870498,-0.0754801906037755
linear-reduction,011010,3437,cc,90.26546719018035,4.502754964137487,85.96,-36.757698005034364,-0.0069300320769155295,-357.39509770295024,-0.06738070188384969
no-reduction,011011,3435,cc,34.61066098316125,3.544161755504797,89.59,-78.01196854526658,-0.00521618569452872,-1186.4450236206976,-0.07933036013524003
no-reduction,011011,3436,cc,35.160286481406466,3.5599172207191194,89.63,-78.62210325710967,-0.0052762469560447495,-1195.724257385752,-0.08024380183100657
no-reduction,011011,3437,cc,35.93886039983148,3.5818191724451083,89.21,-79.19193826268206,-0.005017280839800247,-1204.3905930679996,-0.07630531565210205
structure-reduction,011011,3435,cc,36.745855153289064,3.6040254343536304,94.98,-43.06447366385361,-0.005729894886497323,-518.9699721230994,-0.06905096327717923
structure-reduction,011011,3436,cc,36.72327143218853,3.603410653074434,93.47,-43.45830635590404,-0.006077585101719227,-523.7160498950003,-0.0732409780608184
structure-reduction,011011,3437,cc,36.160901329617374,3.5879784613642474,95.50,-43.32382113208837,-0.0062274166583947575,-522.095368462801,-0.07504659815031524
linear-reduction,011011,3435,cc,82.72703045637455,4.415546398158918,83.56,-35.651778686557705,-0.00820687100727687,-346.64224416940027,-0.07979540680375297
linear-reduction,011011,3436,cc,84.46985237109352,4.436394694029739,83.91,-35.98063384943943,-0.007965836802258354,-349.83970291810004,-0.07745183122835796
linear-reduction,011011,3437,cc,85.41285191171374,4.447496580241406,83.36,-35.94406096857475,-0.00801795572932578,-349.4841047974504,-0.07795858355623457
no-reduction,011100,3435,cc,41.082971951319045,3.715593727899224,83.83,-83.84512976106717,-0.00533716120312971,-1275.1586559711973,-0.08117021615779818
no-reduction,011100,3436,cc,39.10519380177755,3.666255291974744,84.34,-82.37422211239057,-0.0050483475880195635,-1252.7883569962994,-0.07677779429239552
no-reduction,011100,3437,cc,35.92079796121372,3.581316458143089,90.98,-80.01973076571934,-0.0052119110991241165,-1216.9800753504508,-0.07926534995102913
structure-reduction,011100,3435,cc,37.710765788347004,3.6299456183657726,94.70,-44.65274869929881,-0.005533137021369131,-538.1102745752494,-0.06667983424451938
structure-reduction,011100,3436,cc,37.13969644019401,3.6146863824984274,95.79,-44.659362265716794,-0.005894730304040516,-538.1899746641501,-0.07103739489399226
structure-reduction,011100,3437,cc,37.437908091467435,3.6226837764230666,95.45,-44.680958524309524,-0.006133407753758077,-538.4502311764508,-0.0739136968405386
linear-reduction,011100,3435,cc,88.92124131559771,4.487751048913061,86.30,-36.545920674555276,-0.007467279589490222,-355.3359867187005,-0.07260435944861343
linear-reduction,011100,3436,cc,91.46541195695593,4.515960889417768,86.90,-37.017985422035466,-0.007699928883184518,-359.92587225844966,-0.07486640853120306
linear-reduction,011100,3437,cc,91.00801118753428,4.510947537669844,87.14,-37.00204741295374,-0.007897038027493803,-359.7709069961502,-0.07678290074132223
no-reduction,011101,3435,cc,35.28891388988729,3.5635688605030897,89.96,-78.24087855540299,-0.005096914332126225,-1189.926401509849,-0.0775164216201417
no-reduction,011101,3436,cc,35.87319520237739,3.5799903648666294,89.19,-78.41924047713078,-0.004759388086122962,-1192.6390187964503,-0.07238315370780106
no-reduction,011101,3437,cc,35.89590474078013,3.5806232149143145,91.84,-78.93148940512182,-0.005156644703091768,-1200.4295566177993,-0.07842483096697116
structure-reduction,011101,3435,cc,36.86205215181091,3.6071826249135994,95.04,-43.196025372346774,-0.006059071168388156,-520.5553017621495,-0.07301786665024568
structure-reduction,011101,3436,cc,36.67058521358956,3.601974940875706,95.60,-43.3137187000499,-0.006229501114480347,-521.9736240542998,-0.07507171793060266
structure-reduction,011101,3437,cc,36.50472699640505,3.5974417589539938,95.98,-43.252517368351285,-0.005579889295904759,-521.2360868060002,-0.06724324590494825
linear-reduction,011101,3435,cc,82.25107640852218,4.409776476593551,84.11,-35.603531798549696,-0.008303696678498394,-346.1731396773,-0.08073684280503987
linear-reduction,011101,3436,cc,85.20511791141895,4.4450615014140284,83.34,-35.788928617515445,-0.008102662276477364,-347.97575294809974,-0.0787821853141894
linear-reduction,011101,3437,cc,82.88308062686959,4.417430947546139,84.01,-35.60882284703805,-0.008010271431895631,-346.22458454174966,-0.07788386913232122
no-reduction,011110,3435,cc,37.143016152410624,3.614775762977491,87.98,-81.30020369358286,-0.004192098958902467,-1236.4541478738481,-0.06375553701646818
no-reduction,011110,3436,cc,37.28926821490337,3.618705569833608,88.47,-81.16071318329863,-0.004888638132371368,-1234.3327064481975,-0.07434885303616996
no-reduction,011110,3437,cc,35.914861587258564,3.5811511816214843,90.38,-79.77803634816014,-0.0049300583499678596,-1213.3042658010008,-0.0749787924154862
structure-reduction,011110,3435,cc,36.77261035019071,3.604753284095857,95.41,-44.53200542438806,-0.005907956300151616,-536.6551973693003,-0.07119678137312711
structure-reduction,011110,3436,cc,36.977942197027936,3.6103215780349975,94.67,-44.65483440830991,-0.005626897180945982,-538.1354094545504,-0.06780973792758005
structure-reduction,011110,3437,cc,36.519095564245745,3.59783528992847,95.82,-44.4048731679862,-0.005316326229658697,-535.1231265474003,-0.06406704739361697
linear-reduction,011110,3435,cc,90.5003943003556,4.505354207606396,85.44,-36.928265407837095,-0.00791745127131149,-359.0535245604001,-0.07698137871096163
linear-reduction,011110,3436,cc,88.68634517410419,4.48510593354279,85.98,-36.780674998411435,-0.007271496904620146,-357.6185030095495,-0.07070076440362168
linear-reduction,011110,3437,cc,91.24216837026405,4.513517162700034,86.35,-37.14973318689189,-0.008104829039499762,-361.2068557761504,-0.07880325275105621
no-reduction,011111,3435,cc,35.445499094921026,3.567996280035073,88.81,-78.72228241911368,-0.005643571195504609,-1197.2478321711005,-0.08583025252683182
no-reduction,011111,3436,cc,35.14931802341694,3.5596052161742,89.62,-78.31143629154718,-0.005050041814596462,-1190.9994788400004,-0.07680356093729031
no-reduction,011111,3437,cc,35.11906674941662,3.5587441952195547,89.67,-78.28902477831787,-0.005500041007789984,-1190.6586333410512,-0.08364737366697396
structure-reduction,011111,3435,cc,36.90360641917353,3.608309281207686,95.20,-43.52954031212356,-0.0061821478518927185,-524.5744903013987,-0.07450106376315915
structure-reduction,011111,3436,cc,36.748111094729715,3.6040868255550182,95.28,-43.31008242069593,-0.00631948613523738,-521.9298032518003,-0.07615612741574566
structure-reduction,011111,3437,cc,36.759958073822,3.6044091569488055,96.25,-43.573469344174846,-0.00614857798126618,-525.1038790666499,-0.07409651325223875
linear-reduction,011111,3435,cc,84.3999669471076,4.435567009979887,84.23,-35.831269882418226,-0.008073599441009152,-348.3874370667507,-0.07849960736493199
linear-reduction,011111,3436,cc,87.6461247369568,4.473307397462919,85.25,-36.04233292087312,-0.008887978975255742,-350.43960298964964,-0.08641781957641158
linear-reduction,011111,3437,cc,86.18733309632101,4.456523219033253,84.18,-36.13506580050905,-0.008102728536276674,-351.3412447783503,-0.07878282955821808
no-reduction,100000,3435,cc,31.43521107888056,3.4479286365852038,95.32,-79.23116465285548,-0.002492444411015772,-1204.9871676229523,-0.03790634082493338
no-reduction,100000,3436,cc,30.485160503045297,3.4172400243301837,94.80,-78.10007446918195,-0.002087292233643139,-1187.7849825645471,-0.03174458393536168
no-reduction,100000,3437,cc,31.796421530323762,3.4593537529611367,95.64,-79.22070409649899,-0.0024056500939728716,-1204.8280782515976,-0.03658632945418641
structure-reduction,100000,3435,cc,34.20875294114557,3.5324815452746776,96.67,-46.11994128827943,-0.002385681592861088,-555.7914124650507,-0.028749848875568973
structure-reduction,100000,3436,cc,32.193691274089794,3.471770510189999,96.77,-45.08997521065064,-0.0026213589858917336,-543.3792912635499,-0.03158999713898128
structure-reduction,100000,3437,cc,33.725387110928764,3.5182508804839476,96.69,-45.922407349966456,-0.002579778441369524,-553.4109309744497,-0.031088909996944126
linear-reduction,100000,3435,cc,100.80455943701725,4.613183587124401,88.23,-38.16251156327272,-0.003278162370937143,-371.05409992969913,-0.03187357273262184
linear-reduction,100000,3436,cc,99.30188942199493,4.59816459828194,88.08,-37.921074131512704,-0.003101940738128052,-368.7066037807003,-0.03016016979681905
linear-reduction,100000,3437,cc,103.53231873967916,4.639883822317318,87.39,-38.58569980468998,-0.003193700439287001,-375.1687592010001,-0.03105234937118751
no-reduction,100001,3435,cc,32.35275223436661,3.4766990941245792,97.39,-79.33512993241006,-0.0017710039379972297,-1206.5683235770491,-0.02693431339103087
no-reduction,100001,3436,cc,31.194318442560494,3.4402359770330158,95.77,-78.61511771915637,-0.0018481800862922208,-1195.6180178318032,-0.028108046842375237
no-reduction,100001,3437,cc,31.885246304835967,3.4621434045244763,98.24,-79.32944619242832,-0.0019696462582275975,-1206.4818824175488,-0.02995536511825442
structure-reduction,100001,3435,cc,34.26364373857503,3.534084842715676,99.37,-45.91003509952295,-0.0023034783315120056,-553.26183298435,-0.02775921737305118
structure-reduction,100001,3436,cc,34.422983090136604,3.5387244543765317,99.45,-45.810859112331016,-0.002302847108349615,-552.0666631627001,-0.027751610502721208
structure-reduction,100001,3437,cc,33.71338852096054,3.5178950439497756,99.39,-45.8470545793961,-0.0021832735782515065,-552.5028547362998,-0.026310629891508907
linear-reduction,100001,3435,cc,93.26677472706484,4.535463932180164,92.10,-37.888758354869715,-0.0028865516164880453,-368.39239748439996,-0.028065941367113264
linear-reduction,100001,3436,cc,95.0772153227202,4.554689354334031,91.63,-38.1094243069112,-0.0024389733905303642,-370.53793253609996,-0.023714138276126732
linear-reduction,100001,3437,cc,89.74030968802785,4.496920051489374,91.99,-37.57545190065309,-0.0029616294865518695,-365.34611883005056,-0.028795923497743823
no-reduction,100010,3435,cc,30.950801519599356,3.4323988960359673,95.09,-78.61522830891906,-0.001962043673852412,-1195.6196997362017,-0.029839741213784406
no-reduction,100010,3436,cc,31.366394482442118,3.445737080386386,95.15,-79.6028346499239,-0.0021049315059317683,-1210.6397107733528,-0.032012850807963296
no-reduction,100010,3437,cc,31.32718646933196,3.4444862978460833,96.47,-78.83536941913718,-0.0019899138235017094,-1198.9677158109466,-0.030263604384725744
structure-reduction,100010,3435,cc,33.36062341835375,3.507376264916467,96.75,-45.61049250620708,-0.002434676331206312,-549.6520451923002,-0.029340284467367268
structure-reduction,100010,3436,cc,33.10179394414423,3.4995874786226593,97.24,-45.765417055671676,-0.0024635103530279015,-551.5190409379001,-0.02968776326433924
structure-reduction,100010,3437,cc,32.86027452062913,3.492264466823438,96.48,-45.49382247798953,-0.002798880873175641,-548.2460546822502,-0.03372931340263965
linear-reduction,100010,3435,cc,100.26937288930053,4.607860293295677,87.51,-38.262264165021165,-0.002986429636474714,-372.02399447650015,-0.02903705535544365
linear-reduction,100010,3436,cc,97.65374064028035,4.581427963197102,87.82,-38.000189400169866,-0.003394877659788192,-369.47584153785033,-0.03300839548612059
linear-reduction,100010,3437,cc,96.18975507148232,4.566322855862107,87.52,-37.93160679302154,-0.003336908041936762,-368.8090128485498,-0.03244475689175114
no-reduction,100011,3435,cc,32.18680251881199,3.471556508870709,98.05,-79.54254170947165,-0.0017108582263534618,-1209.7227455884997,-0.026019587335496627
no-reduction,100011,3436,cc,32.01049675665622,3.4660638726572395,98.10,-79.5970773661776,-0.0016682694205261668,-1210.5521511235,-0.025371875482072207
no-reduction,100011,3437,cc,31.4218752537188,3.4475043144875714,98.17,-78.86585122186594,-0.0017161377685388445,-1199.431298307749,-0.026099881252823018
structure-reduction,100011,3435,cc,33.5191702263213,3.512117520722796,99.27,-45.404829075279785,-0.0023415025271072984,-547.1735951861991,-0.02821744695417006
structure-reduction,100011,3436,cc,33.586341581455606,3.5141194837734955,99.30,-45.48491281109874,-0.001908545346678612,-548.1386842865495,-0.022999879972823954
structure-reduction,100011,3437,cc,34.369632579608115,3.5371734006564535,99.22,-45.78498537940833,-0.0023564766323730378,-551.7548588072501,-0.02839789989672748
linear-reduction,100011,3435,cc,88.84668690785394,4.486912265305017,91.69,-37.44809781281497,-0.0027423907836477213,-364.1078550339996,-0.026664265589406797
linear-reduction,100011,3436,cc,91.66704938884976,4.518162984140834,90.60,-37.71157077872583,-0.002867369889669276,-366.6696026815505,-0.027879437437254368
linear-reduction,100011,3437,cc,88.89194412845497,4.487421521186142,92.03,-37.62121162552235,-0.002903197303828985,-365.79104063495015,-0.02822778738512922
no-reduction,100100,3435,cc,30.87679118098171,3.4300048072243183,95.30,-79.05867898568864,-0.0020971851559293806,-1202.363919353851,-0.03189504044395199
no-reduction,100100,3436,cc,31.93565360451342,3.4637230535181693,95.10,-79.37569840214314,-0.0019126293420866133,-1207.1853091489986,-0.02908822334912426
no-reduction,100100,3437,cc,32.0523264266789,3.4673697681482185,95.87,-79.50473523786103,-0.0020194047723698246,-1209.1477658650006,-0.030712117480586477
structure-reduction,100100,3435,cc,33.36410896038946,3.507480740181174,97.23,-45.47765098799684,-0.002966454973854271,-548.0511720563507,-0.03574874888991782
structure-reduction,100100,3436,cc,33.18921955522266,3.502225110999935,96.65,-45.29502243762747,-0.003011789452702385,-545.8503153958513,-0.036295074694516434
structure-reduction,100100,3437,cc,33.744485530339254,3.51881701227501,97.71,-45.600168716492675,-0.0028374761076951395,-549.5276332024491,-0.03419442457383413
linear-reduction,100100,3435,cc,100.29090998229698,4.608075062568744,87.94,-38.07683976366321,-0.0030333817974213936,-370.2211130221,-0.02949357121632821
linear-reduction,100100,3436,cc,103.65415300618466,4.641059905673746,87.54,-38.255873300046126,-0.0037636554951321045,-371.96185609635035,-0.03659402237916944
linear-reduction,100100,3437,cc,93.30512634870054,4.535875051131676,88.54,-37.54707469896111,-0.002923036126022278,-365.0702072979998,-0.028420680253314613
no-reduction,100101,3435,cc,32.4254954756969,3.4789450107549005,98.10,-79.6948281859946,-0.0017185764417992507,-1212.0387944666986,-0.026136969815103904
no-reduction,100101,3436,cc,31.736808955203813,3.4574771730309664,97.86,-78.78800890364231,-0.0018936851687698668,-1198.2474334110505,-0.028800110889236518
no-reduction,100101,3437,cc,32.132245788386015,3.469860067615872,97.87,-78.90560917743043,-0.0016184299346461654,-1200.0359571749514,-0.024613891661066204
structure-reduction,100101,3435,cc,33.861407323409715,3.522275938848056,99.38,-45.72816093627473,-0.002142826404742283,-551.0700674430484,-0.02582320100354925
structure-reduction,100101,3436,cc,33.58418933719656,3.514055400782626,99.41,-45.52836253866895,-0.002501720435734294,-548.6622969535003,-0.030148232971033976
structure-reduction,100101,3437,cc,33.451038394508984,3.510082829276533,99.37,-45.15198182661151,-0.002148327141552801,-544.1265329925012,-0.025889490382852803
linear-reduction,100101,3435,cc,90.99865659418955,4.5108447437066665,92.35,-37.608391127923674,-0.0024566149627352515,-365.6663869368001,-0.023885667282674845
linear-reduction,100101,3436,cc,88.43766585382885,4.482297963214782,91.58,-37.37961168789451,-0.002778011855859272,-363.44196444139965,-0.0270106092745197
linear-reduction,100101,3437,cc,95.00427640165901,4.553921905341713,91.30,-38.04894413046885,-0.002935264548566133,-369.9498837805494,-0.028539577205708513
no-reduction,100110,3435,cc,31.124313111004714,3.4379892858186136,96.13,-78.73417239785317,-0.0021797200405052467,-1197.428660912751,-0.03315027223602405
no-reduction,100110,3436,cc,31.75611660591285,3.458085355789393,96.22,-79.28771852082058,-0.0023088111817151586,-1205.8472671238992,-0.03511355485711499
no-reduction,100110,3437,cc,31.180487286557373,3.439792491684464,96.26,-78.67555766912561,-0.002191553513964747,-1196.5372188109009,-0.03333024161713285
structure-reduction,100110,3435,cc,33.26988094575785,3.5046525115977083,97.08,-45.74735012845406,-0.0021052641158547407,-551.301316397999,-0.025370537860165476
structure-reduction,100110,3436,cc,32.933690927520814,3.494496174149865,97.11,-45.51517199453119,-0.002343148409925124,-548.503337706099,-0.028237281488007672
structure-reduction,100110,3437,cc,34.130313900874114,3.5301859600891583,97.40,-45.72018569474683,-0.0023456542940149265,-550.9739578073996,-0.02826747989717388
linear-reduction,100110,3435,cc,96.51765950046386,4.569725991607289,87.89,-37.8830720929499,-0.0037338337326241183,-368.3371099597496,-0.0363040653823043
linear-reduction,100110,3436,cc,95.76487027099341,4.561895919093794,87.62,-37.807621548565336,-0.0030274451819645868,-367.60350431670054,-0.02943584950424168
linear-reduction,100110,3437,cc,97.93573744288946,4.584311523200136,87.71,-38.08426699123174,-0.003160176145319851,-370.2933279557503,-0.03072639266094491
no-reduction,100111,3435,cc,31.897657139081126,3.46253256317771,97.92,-78.67653169011106,-0.0017663506104034295,-1196.5520322090517,-0.026863543258320563
no-reduction,100111,3436,cc,31.80503900141887,3.4596247363969193,97.07,-79.21706049497672,-0.0015881845496235458,-1204.7726645378511,-0.024153904722949694
no-reduction,100111,3437,cc,32.090577266916334,3.4685624439570466,98.22,-79.21964276822841,-0.00175281010064864,-1204.811937040602,-0.02665761241571485
structure-reduction,100111,3435,cc,33.40207399677505,3.5086179937666238,99.41,-45.13446361584954,-0.0021071438685800847,-543.9154210345998,-0.025393190760258606
structure-reduction,100111,3436,cc,33.403060901405404,3.5086475395382752,99.43,-45.61895669094238,-0.0021877212172244256,-549.7540470825483,-0.02636422838877155
structure-reduction,100111,3437,cc,34.202724281247406,3.532305298242497,99.27,-45.93545932031339,-0.0021142120607597803,-553.5682202691005,-0.025478369544216114
linear-reduction,100111,3435,cc,93.68971367765536,4.539988403897539,91.64,-37.89640341109256,-0.002590924448093202,-368.4667303660497,-0.025191558408810197
linear-reduction,100111,3436,cc,93.02342007743862,4.532851290239371,91.33,-37.95786495929758,-0.0029286366029242757,-369.0643209992504,-0.028475133690232732
linear-reduction,100111,3437,cc,89.46744478918637,4.493874813737196,91.25,-37.57305624089757,-0.0028383751613766045,-365.3228258302499,-0.027597521694064726
no-reduction,101000,3435,cc,32.3193052428612,3.4756647372232465,98.90,-76.34385899188459,-0.012895963603926867,-1161.0755794780598,-0.19612826247032172
no-reduction,101000,3436,cc,33.63433080873394,3.5155472955975884,99.25,-78.05483572510964,-0.011237602880017511,-1187.0969691253508,-0.1709070834007463
no-reduction,101000,3437,cc,33.12269801779163,3.500218788089063,99.19,-76.71353636017854,-0.012859530813531757,-1166.6978177337799,-0.19557417437759772
structure-reduction,101000,3435,cc,35.35182182554048,3.5653499278050025,98.49,-43.6110174118996,-0.016257771195255455,-525.5563708308098,-0.19592240067402353
structure-reduction,101000,3436,cc,35.326708328630396,3.564639287730508,98.34,-44.06167055500855,-0.014686796821248823,-530.987191858399,-0.17699058849286955
structure-reduction,101000,3437,cc,35.089689290928106,3.5579073349229233,98.48,-43.52476028721243,-0.016300094878801505,-524.5168862211899,-0.1964324433844369
linear-reduction,101000,3435,cc,102.20962270771082,4.627025828989987,87.90,-37.62627884418866,-0.015407517277847293,-365.8403092020501,-0.1498072904925092
linear-reduction,101000,3436,cc,105.59445712270815,4.659605880526252,87.89,-37.40172886486997,-0.014066812114737823,-363.65700975313456,-0.13677161419159586
